config_id,knob,value,dataset,corpus_size,mean_ndcg5,mean_mrr5,hit3_rate,hit1_rate,per_query_json,per_category_json
baseline,baseline,default,sextant,6,0.6551127596788988,0.5416666666666666,0.8333333333333334,0.3333333333333333,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.43067655807339306, ""mrr5"": 0.25, ""hit3"": 0, ""hit1"": 0, ""first_relevant_rank"": 4}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=0.75, mean_mrr5=0.6666666666666666, hit3_rate=1.0, hit1_rate=0.5)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.46533827903669656, mean_mrr5=0.29166666666666663, hit3_rate=0.5, hit1_rate=0.0)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
rrfK=1,rrfK,1,sextant,6,0.8333333333333334,0.7777777777777778,1.0,0.6666666666666666,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
rrfK=5,rrfK,5,sextant,6,0.9384882922619097,0.9166666666666666,1.0,0.8333333333333334,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.6309297535714575, ""mrr5"": 0.5, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 2}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.8154648767857288, mean_mrr5=0.75, hit3_rate=1.0, hit1_rate=0.5)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
rrfK=15,rrfK,15,sextant,6,0.9384882922619097,0.9166666666666666,1.0,0.8333333333333334,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.6309297535714575, ""mrr5"": 0.5, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 2}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.8154648767857288, mean_mrr5=0.75, hit3_rate=1.0, hit1_rate=0.5)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
rrfK=60,rrfK,60,sextant,6,0.6551127596788988,0.5416666666666666,0.8333333333333334,0.3333333333333333,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.43067655807339306, ""mrr5"": 0.25, ""hit3"": 0, ""hit1"": 0, ""first_relevant_rank"": 4}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=0.75, mean_mrr5=0.6666666666666666, hit3_rate=1.0, hit1_rate=0.5)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.46533827903669656, mean_mrr5=0.29166666666666663, hit3_rate=0.5, hit1_rate=0.0)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
rrfK=120,rrfK,120,sextant,6,0.5717794263455654,0.4305555555555555,0.8333333333333334,0.16666666666666666,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.43067655807339306, ""mrr5"": 0.25, ""hit3"": 0, ""hit1"": 0, ""first_relevant_rank"": 4}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.46533827903669656, mean_mrr5=0.29166666666666663, hit3_rate=0.5, hit1_rate=0.0)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
rrfK=200,rrfK,200,sextant,6,0.5717794263455654,0.4305555555555555,0.8333333333333334,0.16666666666666666,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.43067655807339306, ""mrr5"": 0.25, ""hit3"": 0, ""hit1"": 0, ""first_relevant_rank"": 4}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.46533827903669656, mean_mrr5=0.29166666666666663, hit3_rate=0.5, hit1_rate=0.0)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
ftsWeight=0,ftsWeight,0,sextant,6,0.75,0.6666666666666666,1.0,0.5,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
ftsWeight=1,ftsWeight,1,sextant,6,0.6551127596788988,0.5416666666666666,0.8333333333333334,0.3333333333333333,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.43067655807339306, ""mrr5"": 0.25, ""hit3"": 0, ""hit1"": 0, ""first_relevant_rank"": 4}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=0.75, mean_mrr5=0.6666666666666666, hit3_rate=1.0, hit1_rate=0.5)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.46533827903669656, mean_mrr5=0.29166666666666663, hit3_rate=0.5, hit1_rate=0.0)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
ftsWeight=2,ftsWeight,2,sextant,6,0.6551127596788988,0.5416666666666666,0.8333333333333334,0.3333333333333333,"[{""entry_id"": ""S1"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}, {""entry_id"": ""S2"", ""category"": ""Sextant fixture (astrolabe)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S3"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.43067655807339306, ""mrr5"": 0.25, ""hit3"": 0, ""hit1"": 0, ""first_relevant_rank"": 4}, {""entry_id"": ""S4"", ""category"": ""Sextant fixture (sextant)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S5"", ""category"": ""Sextant fixture (invoice)"", ""ndcg5"": 0.5, ""mrr5"": 0.3333333333333333, ""hit3"": 1, ""hit1"": 0, ""first_relevant_rank"": 3}, {""entry_id"": ""S6"", ""category"": ""Sextant fixture (guide)"", ""ndcg5"": 1.0, ""mrr5"": 1.0, ""hit3"": 1, ""hit1"": 1, ""first_relevant_rank"": 1}]","{""Sextant fixture (astrolabe)"": ""CategoryMetrics(category='Sextant fixture (astrolabe)', count=2, mean_ndcg5=0.75, mean_mrr5=0.6666666666666666, hit3_rate=1.0, hit1_rate=0.5)"", ""Sextant fixture (sextant)"": ""CategoryMetrics(category='Sextant fixture (sextant)', count=2, mean_ndcg5=0.46533827903669656, mean_mrr5=0.29166666666666663, hit3_rate=0.5, hit1_rate=0.0)"", ""Sextant fixture (invoice)"": ""CategoryMetrics(category='Sextant fixture (invoice)', count=1, mean_ndcg5=0.5, mean_mrr5=0.3333333333333333, hit3_rate=1.0, hit1_rate=0.0)"", ""Sextant fixture (guide)"": ""CategoryMetrics(category='Sextant fixture (guide)', count=1, mean_ndcg5=1.0, mean_mrr5=1.0, hit3_rate=1.0, hit1_rate=1.0)""}"
